instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,weather_impact,day_type,holiday_type,day_holiday_type
7306,2011-11-06,4,0,11,0,0,0,0,1,0.28,0.3182,0.75,0.0,10,65,75,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
7307,2011-11-06,4,0,11,1,0,0,0,1,0.26,0.303,0.81,0.0,11,104,115,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
7308,2011-11-06,4,0,11,2,0,0,0,1,0.26,0.303,0.81,0.0,6,23,29,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
7309,2011-11-06,4,0,11,3,0,0,0,1,0.24,0.2879,0.87,0.0,5,4,9,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
7310,2011-11-06,4,0,11,4,0,0,0,1,0.24,0.2879,0.87,0.0,0,6,6,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
7311,2011-11-06,4,0,11,5,0,0,0,1,0.24,0.2424,0.87,0.1343,0,5,5,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
7312,2011-11-06,4,0,11,6,0,0,0,1,0.26,0.2879,0.81,0.0896,5,11,16,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
7313,2011-11-06,4,0,11,7,0,0,0,1,0.26,0.2727,0.87,0.1045,4,24,28,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
7314,2011-11-06,4,0,11,8,0,0,0,2,0.28,0.303,0.87,0.0896,19,71,90,Mist/Cloudy,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
7315,2011-11-06,4,0,11,9,0,0,0,2,0.3,0.3182,0.75,0.0896,36,134,170,Mist/Cloudy,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
7316,2011-11-06,4,0,11,10,0,0,0,1,0.36,0.3636,0.66,0.0896,76,186,262,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
7317,2011-11-06,4,0,11,11,0,0,0,1,0.42,0.4242,0.58,0.0896,104,216,320,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
7318,2011-11-06,4,0,11,12,0,0,0,1,0.44,0.4394,0.54,0.0,120,226,346,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
7319,2011-11-06,4,0,11,13,0,0,0,1,0.46,0.4545,0.51,0.1642,105,209,314,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
7320,2011-11-06,4,0,11,14,0,0,0,1,0.46,0.4545,0.55,0.194,101,219,320,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
7321,2011-11-06,4,0,11,15,0,0,0,1,0.48,0.4697,0.51,0.194,96,210,306,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
7322,2011-11-06,4,0,11,16,0,0,0,1,0.46,0.4545,0.55,0.2239,84,263,347,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
7323,2011-11-06,4,0,11,17,0,0,0,1,0.44,0.4394,0.62,0.1642,71,185,256,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
7324,2011-11-06,4,0,11,18,0,0,0,1,0.42,0.4242,0.71,0.1045,39,146,185,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
7325,2011-11-06,4,0,11,19,0,0,0,1,0.38,0.3939,0.76,0.194,21,130,151,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
7326,2011-11-06,4,0,11,20,0,0,0,1,0.36,0.3636,0.81,0.1045,16,100,116,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
7327,2011-11-06,4,0,11,21,0,0,0,1,0.36,0.3636,0.81,0.0896,11,77,88,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
7328,2011-11-06,4,0,11,22,0,0,0,1,0.36,0.3788,0.87,0.0,5,40,45,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
7329,2011-11-06,4,0,11,23,0,0,0,1,0.34,0.3485,0.87,0.0896,7,43,50,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
7330,2011-11-07,4,0,11,0,0,1,1,1,0.34,0.3636,0.87,0.0,1,14,15,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
7331,2011-11-07,4,0,11,1,0,1,1,1,0.34,0.3636,0.87,0.0,2,6,8,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
7332,2011-11-07,4,0,11,2,0,1,1,1,0.32,0.3485,0.93,0.0,0,2,2,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
7333,2011-11-07,4,0,11,3,0,1,1,1,0.32,0.3485,0.93,0.0,0,3,3,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
7334,2011-11-07,4,0,11,4,0,1,1,1,0.32,0.3485,0.93,0.0,2,4,6,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
7335,2011-11-07,4,0,11,5,0,1,1,1,0.3,0.3333,0.93,0.0,1,25,26,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
7336,2011-11-07,4,0,11,6,0,1,1,2,0.28,0.3182,0.93,0.0,2,97,99,Mist/Cloudy,Working Day,Non-Holiday,Working Day - Non-Holiday
7337,2011-11-07,4,0,11,7,0,1,1,2,0.28,0.3182,0.93,0.0,6,305,311,Mist/Cloudy,Working Day,Non-Holiday,Working Day - Non-Holiday
7338,2011-11-07,4,0,11,8,0,1,1,2,0.3,0.3182,1.0,0.0896,13,397,410,Mist/Cloudy,Working Day,Non-Holiday,Working Day - Non-Holiday
7339,2011-11-07,4,0,11,9,0,1,1,2,0.34,0.3333,1.0,0.1343,18,156,174,Mist/Cloudy,Working Day,Non-Holiday,Working Day - Non-Holiday
7340,2011-11-07,4,0,11,10,0,1,1,1,0.36,0.3485,0.93,0.1343,28,95,123,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
7341,2011-11-07,4,0,11,11,0,1,1,1,0.42,0.4242,0.77,0.1045,28,100,128,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
7342,2011-11-07,4,0,11,12,0,1,1,1,0.46,0.4545,0.67,0.0,21,158,179,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
7343,2011-11-07,4,0,11,13,0,1,1,1,0.54,0.5152,0.49,0.0896,32,157,189,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
7344,2011-11-07,4,0,11,14,0,1,1,1,0.56,0.5303,0.37,0.1642,30,115,145,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
7345,2011-11-07,4,0,11,15,0,1,1,1,0.56,0.5303,0.37,0.1045,38,132,170,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
7346,2011-11-07,4,0,11,16,0,1,1,1,0.52,0.5,0.45,0.0,40,255,295,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
7347,2011-11-07,4,0,11,17,0,1,1,1,0.5,0.4848,0.45,0.1642,39,489,528,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
7348,2011-11-07,4,0,11,18,0,1,1,1,0.46,0.4545,0.59,0.1045,18,407,425,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
7349,2011-11-07,4,0,11,19,0,1,1,1,0.46,0.4545,0.59,0.0,20,280,300,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
7350,2011-11-07,4,0,11,20,0,1,1,1,0.4,0.4091,0.71,0.0,17,187,204,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
7351,2011-11-07,4,0,11,21,0,1,1,1,0.38,0.3939,0.82,0.1045,10,129,139,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
7352,2011-11-07,4,0,11,22,0,1,1,1,0.36,0.3636,0.81,0.0896,6,102,108,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
7353,2011-11-07,4,0,11,23,0,1,1,1,0.36,0.3636,0.87,0.0896,1,47,48,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
7354,2011-11-08,4,0,11,0,0,2,1,1,0.34,0.3485,0.87,0.0896,0,18,18,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
7355,2011-11-08,4,0,11,1,0,2,1,1,0.32,0.3333,0.93,0.1045,3,8,11,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
7356,2011-11-08,4,0,11,2,0,2,1,1,0.32,0.3485,0.87,0.0,0,1,1,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
7357,2011-11-08,4,0,11,3,0,2,1,1,0.32,0.3485,0.87,0.0,0,3,3,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
7358,2011-11-08,4,0,11,4,0,2,1,1,0.3,0.3333,0.87,0.0,0,4,4,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
7359,2011-11-08,4,0,11,5,0,2,1,1,0.3,0.3182,0.87,0.0896,1,17,18,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
7360,2011-11-08,4,0,11,6,0,2,1,1,0.3,0.3333,0.87,0.0,3,96,99,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
7361,2011-11-08,4,0,11,7,0,2,1,1,0.3,0.3182,0.87,0.1045,7,316,323,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
7362,2011-11-08,4,0,11,8,0,2,1,1,0.32,0.3333,0.93,0.1045,11,455,466,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
7363,2011-11-08,4,0,11,9,0,2,1,1,0.36,0.3788,0.87,0.0,14,177,191,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
7364,2011-11-08,4,0,11,10,0,2,1,1,0.42,0.4242,0.71,0.0896,25,104,129,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
7365,2011-11-08,4,0,11,11,0,2,1,1,0.46,0.4545,0.63,0.1343,21,126,147,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
7366,2011-11-08,4,0,11,12,0,2,1,1,0.52,0.5,0.52,0.1343,28,175,203,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
7367,2011-11-08,4,0,11,13,0,2,1,1,0.54,0.5152,0.49,0.1642,31,165,196,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
7368,2011-11-08,4,0,11,14,0,2,1,1,0.56,0.5303,0.46,0.1045,32,129,161,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
7369,2011-11-08,4,0,11,15,0,2,1,1,0.58,0.5455,0.46,0.1045,33,155,188,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
7370,2011-11-08,4,0,11,16,0,2,1,1,0.56,0.5303,0.46,0.1343,39,250,289,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
7371,2011-11-08,4,0,11,17,0,2,1,1,0.52,0.5,0.43,0.1642,40,459,499,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
7372,2011-11-08,4,0,11,18,0,2,1,1,0.48,0.4697,0.55,0.1343,30,432,462,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
7373,2011-11-08,4,0,11,19,0,2,1,1,0.46,0.4545,0.59,0.0,14,264,278,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
7374,2011-11-08,4,0,11,20,0,2,1,1,0.4,0.4091,0.76,0.0,12,169,181,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
7375,2011-11-08,4,0,11,21,0,2,1,1,0.4,0.4091,0.76,0.0,16,166,182,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
7376,2011-11-08,4,0,11,22,0,2,1,1,0.36,0.3788,0.87,0.0,13,95,108,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
7377,2011-11-08,4,0,11,23,0,2,1,1,0.36,0.3788,0.81,0.0,3,45,48,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
7378,2011-11-09,4,0,11,0,0,3,1,1,0.36,0.3788,0.87,0.0,0,13,13,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
7379,2011-11-09,4,0,11,1,0,3,1,1,0.34,0.3636,0.87,0.0,0,10,10,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
7380,2011-11-09,4,0,11,2,0,3,1,1,0.32,0.3485,0.93,0.0,0,5,5,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
7381,2011-11-09,4,0,11,3,0,3,1,1,0.32,0.3485,0.93,0.0,0,4,4,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
7382,2011-11-09,4,0,11,4,0,3,1,1,0.32,0.3485,0.87,0.0,0,4,4,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
7383,2011-11-09,4,0,11,5,0,3,1,1,0.3,0.3333,0.87,0.0,0,28,28,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
7384,2011-11-09,4,0,11,6,0,3,1,1,0.3,0.3333,0.87,0.0,0,98,98,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
7385,2011-11-09,4,0,11,7,0,3,1,1,0.3,0.3333,0.87,0.0,0,300,300,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
7386,2011-11-09,4,0,11,8,0,3,1,1,0.32,0.3485,0.93,0.0,19,437,456,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
7387,2011-11-09,4,0,11,9,0,3,1,1,0.34,0.3636,0.93,0.0,22,197,219,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
7388,2011-11-09,4,0,11,10,0,3,1,1,0.4,0.4091,0.76,0.1045,16,89,105,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
7389,2011-11-09,4,0,11,11,0,3,1,1,0.46,0.4545,0.67,0.1642,21,131,152,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
7390,2011-11-09,4,0,11,12,0,3,1,1,0.5,0.4848,0.51,0.1642,24,156,180,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
7391,2011-11-09,4,0,11,13,0,3,1,1,0.5,0.4848,0.51,0.1642,31,136,167,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
7392,2011-11-09,4,0,11,14,0,3,1,1,0.52,0.5,0.48,0.1642,26,153,179,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
7393,2011-11-09,4,0,11,15,0,3,1,1,0.52,0.5,0.45,0.2239,21,130,151,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
7394,2011-11-09,4,0,11,16,0,3,1,1,0.52,0.5,0.48,0.194,24,257,281,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
7395,2011-11-09,4,0,11,17,0,3,1,1,0.46,0.4545,0.63,0.1045,27,458,485,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
7396,2011-11-09,4,0,11,18,0,3,1,1,0.44,0.4394,0.67,0.1045,21,387,408,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
7397,2011-11-09,4,0,11,19,0,3,1,1,0.44,0.4394,0.72,0.1045,12,292,304,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
7398,2011-11-09,4,0,11,20,0,3,1,1,0.44,0.4394,0.77,0.0,18,201,219,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
7399,2011-11-09,4,0,11,21,0,3,1,1,0.4,0.4091,0.87,0.0,9,152,161,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
7400,2011-11-09,4,0,11,22,0,3,1,1,0.4,0.4091,0.87,0.0,9,105,114,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
7401,2011-11-09,4,0,11,23,0,3,1,1,0.38,0.3939,0.87,0.0,5,61,66,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
7402,2011-11-10,4,0,11,0,0,4,1,1,0.4,0.4091,0.87,0.0,0,24,24,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
7403,2011-11-10,4,0,11,1,0,4,1,2,0.4,0.4091,0.87,0.0,1,10,11,Mist/Cloudy,Working Day,Non-Holiday,Working Day - Non-Holiday
7404,2011-11-10,4,0,11,2,0,4,1,2,0.38,0.3939,0.94,0.0,0,5,5,Mist/Cloudy,Working Day,Non-Holiday,Working Day - Non-Holiday
7405,2011-11-10,4,0,11,3,0,4,1,1,0.38,0.3939,0.94,0.0896,0,11,11,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
7406,2011-11-10,4,0,11,4,0,4,1,1,0.38,0.3939,0.94,0.0896,1,2,3,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
7407,2011-11-10,4,0,11,5,0,4,1,2,0.36,0.3485,1.0,0.1343,1,22,23,Mist/Cloudy,Working Day,Non-Holiday,Working Day - Non-Holiday
7408,2011-11-10,4,0,11,6,0,4,1,2,0.36,0.3485,1.0,0.1343,4,110,114,Mist/Cloudy,Working Day,Non-Holiday,Working Day - Non-Holiday
7409,2011-11-10,4,0,11,7,0,4,1,2,0.38,0.3939,0.94,0.1642,6,266,272,Mist/Cloudy,Working Day,Non-Holiday,Working Day - Non-Holiday
7410,2011-11-10,4,0,11,8,0,4,1,2,0.4,0.4091,0.94,0.0896,18,418,436,Mist/Cloudy,Working Day,Non-Holiday,Working Day - Non-Holiday
7411,2011-11-10,4,0,11,9,0,4,1,2,0.42,0.4242,0.94,0.1045,23,188,211,Mist/Cloudy,Working Day,Non-Holiday,Working Day - Non-Holiday
7412,2011-11-10,4,0,11,10,0,4,1,2,0.44,0.4394,0.88,0.2239,17,100,117,Mist/Cloudy,Working Day,Non-Holiday,Working Day - Non-Holiday
7413,2011-11-10,4,0,11,11,0,4,1,2,0.46,0.4545,0.67,0.3881,9,99,108,Mist/Cloudy,Working Day,Non-Holiday,Working Day - Non-Holiday
7414,2011-11-10,4,0,11,12,0,4,1,2,0.42,0.4242,0.67,0.3582,18,149,167,Mist/Cloudy,Working Day,Non-Holiday,Working Day - Non-Holiday
7415,2011-11-10,4,0,11,13,0,4,1,3,0.36,0.3333,0.81,0.3582,9,87,96,Light Snow/Rain,Working Day,Non-Holiday,Working Day - Non-Holiday
7416,2011-11-10,4,0,11,14,0,4,1,3,0.36,0.3333,0.87,0.2836,6,58,64,Light Snow/Rain,Working Day,Non-Holiday,Working Day - Non-Holiday
7417,2011-11-10,4,0,11,15,0,4,1,3,0.36,0.3333,0.81,0.2985,5,57,62,Light Snow/Rain,Working Day,Non-Holiday,Working Day - Non-Holiday
7418,2011-11-10,4,0,11,16,0,4,1,3,0.36,0.3485,0.81,0.2239,6,67,73,Light Snow/Rain,Working Day,Non-Holiday,Working Day - Non-Holiday
7419,2011-11-10,4,0,11,17,0,4,1,3,0.36,0.3485,0.81,0.2239,9,168,177,Light Snow/Rain,Working Day,Non-Holiday,Working Day - Non-Holiday
7420,2011-11-10,4,0,11,18,0,4,1,2,0.36,0.3485,0.81,0.1642,10,263,273,Mist/Cloudy,Working Day,Non-Holiday,Working Day - Non-Holiday
7421,2011-11-10,4,0,11,19,0,4,1,2,0.36,0.3485,0.71,0.2239,19,192,211,Mist/Cloudy,Working Day,Non-Holiday,Working Day - Non-Holiday
7422,2011-11-10,4,0,11,20,0,4,1,2,0.36,0.3333,0.62,0.2836,8,160,168,Mist/Cloudy,Working Day,Non-Holiday,Working Day - Non-Holiday
7423,2011-11-10,4,0,11,21,0,4,1,1,0.36,0.3333,0.57,0.2537,6,130,136,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
7424,2011-11-10,4,0,11,22,0,4,1,1,0.36,0.3333,0.53,0.2836,5,84,89,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
7425,2011-11-10,4,0,11,23,0,4,1,2,0.34,0.3333,0.57,0.1642,9,73,82,Mist/Cloudy,Working Day,Non-Holiday,Working Day - Non-Holiday
7426,2011-11-11,4,0,11,0,1,5,0,1,0.34,0.3182,0.53,0.2537,10,56,66,Clear/Few clouds,Non-Working Day,Holiday,Non-Working Day - Holiday
7427,2011-11-11,4,0,11,1,1,5,0,1,0.32,0.303,0.57,0.3284,3,16,19,Clear/Few clouds,Non-Working Day,Holiday,Non-Working Day - Holiday
7428,2011-11-11,4,0,11,2,1,5,0,1,0.32,0.2879,0.57,0.2836,1,10,11,Clear/Few clouds,Non-Working Day,Holiday,Non-Working Day - Holiday
7429,2011-11-11,4,0,11,3,1,5,0,1,0.3,0.2879,0.61,0.194,0,6,6,Clear/Few clouds,Non-Working Day,Holiday,Non-Working Day - Holiday
7430,2011-11-11,4,0,11,4,1,5,0,1,0.3,0.2879,0.61,0.194,0,8,8,Clear/Few clouds,Non-Working Day,Holiday,Non-Working Day - Holiday
7431,2011-11-11,4,0,11,5,1,5,0,1,0.3,0.2879,0.49,0.2537,0,13,13,Clear/Few clouds,Non-Working Day,Holiday,Non-Working Day - Holiday
7432,2011-11-11,4,0,11,6,1,5,0,1,0.28,0.2576,0.45,0.3284,0,46,46,Clear/Few clouds,Non-Working Day,Holiday,Non-Working Day - Holiday
7433,2011-11-11,4,0,11,7,1,5,0,1,0.28,0.2727,0.45,0.2537,5,116,121,Clear/Few clouds,Non-Working Day,Holiday,Non-Working Day - Holiday
7434,2011-11-11,4,0,11,8,1,5,0,1,0.3,0.2727,0.42,0.3582,9,249,258,Clear/Few clouds,Non-Working Day,Holiday,Non-Working Day - Holiday
7435,2011-11-11,4,0,11,9,1,5,0,1,0.32,0.2879,0.45,0.4478,15,186,201,Clear/Few clouds,Non-Working Day,Holiday,Non-Working Day - Holiday
7436,2011-11-11,4,0,11,10,1,5,0,1,0.32,0.2727,0.42,0.5522,38,162,200,Clear/Few clouds,Non-Working Day,Holiday,Non-Working Day - Holiday
7437,2011-11-11,4,0,11,11,1,5,0,1,0.34,0.2879,0.42,0.4925,20,150,170,Clear/Few clouds,Non-Working Day,Holiday,Non-Working Day - Holiday
7438,2011-11-11,4,0,11,12,1,5,0,1,0.34,0.2879,0.42,0.4627,41,198,239,Clear/Few clouds,Non-Working Day,Holiday,Non-Working Day - Holiday
7439,2011-11-11,4,0,11,13,1,5,0,1,0.38,0.3939,0.37,0.5522,57,179,236,Clear/Few clouds,Non-Working Day,Holiday,Non-Working Day - Holiday
7440,2011-11-11,4,0,11,14,1,5,0,1,0.38,0.3939,0.37,0.4627,64,183,247,Clear/Few clouds,Non-Working Day,Holiday,Non-Working Day - Holiday
7441,2011-11-11,4,0,11,15,1,5,0,1,0.36,0.3333,0.37,0.4179,29,187,216,Clear/Few clouds,Non-Working Day,Holiday,Non-Working Day - Holiday
7442,2011-11-11,4,0,11,16,1,5,0,1,0.36,0.3333,0.34,0.3284,49,189,238,Clear/Few clouds,Non-Working Day,Holiday,Non-Working Day - Holiday
7443,2011-11-11,4,0,11,17,1,5,0,1,0.34,0.303,0.39,0.3284,24,286,310,Clear/Few clouds,Non-Working Day,Holiday,Non-Working Day - Holiday
7444,2011-11-11,4,0,11,18,1,5,0,1,0.34,0.3182,0.39,0.2537,23,185,208,Clear/Few clouds,Non-Working Day,Holiday,Non-Working Day - Holiday
7445,2011-11-11,4,0,11,19,1,5,0,1,0.32,0.3182,0.39,0.1642,17,182,199,Clear/Few clouds,Non-Working Day,Holiday,Non-Working Day - Holiday
7446,2011-11-11,4,0,11,20,1,5,0,1,0.32,0.3182,0.39,0.194,12,97,109,Clear/Few clouds,Non-Working Day,Holiday,Non-Working Day - Holiday
7447,2011-11-11,4,0,11,21,1,5,0,1,0.3,0.303,0.45,0.1642,4,79,83,Clear/Few clouds,Non-Working Day,Holiday,Non-Working Day - Holiday
7448,2011-11-11,4,0,11,22,1,5,0,1,0.32,0.3182,0.39,0.194,13,78,91,Clear/Few clouds,Non-Working Day,Holiday,Non-Working Day - Holiday
7449,2011-11-11,4,0,11,23,1,5,0,1,0.3,0.3182,0.45,0.0896,6,67,73,Clear/Few clouds,Non-Working Day,Holiday,Non-Working Day - Holiday
7450,2011-11-12,4,0,11,0,0,6,0,1,0.24,0.2424,0.6,0.1343,12,52,64,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
7451,2011-11-12,4,0,11,1,0,6,0,1,0.24,0.2424,0.6,0.1343,9,45,54,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
7452,2011-11-12,4,0,11,2,0,6,0,1,0.24,0.2576,0.65,0.0896,7,39,46,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
7453,2011-11-12,4,0,11,3,0,6,0,1,0.24,0.2424,0.7,0.1343,4,13,17,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
7454,2011-11-12,4,0,11,4,0,6,0,1,0.2,0.2121,0.8,0.1343,0,7,7,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
7455,2011-11-12,4,0,11,5,0,6,0,1,0.22,0.2576,0.75,0.0896,1,3,4,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
7456,2011-11-12,4,0,11,6,0,6,0,1,0.22,0.2273,0.75,0.1642,0,7,7,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
7457,2011-11-12,4,0,11,7,0,6,0,1,0.22,0.2273,0.75,0.194,3,24,27,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
7458,2011-11-12,4,0,11,8,0,6,0,1,0.26,0.2576,0.7,0.194,14,87,101,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
7459,2011-11-12,4,0,11,9,0,6,0,1,0.3,0.303,0.61,0.1642,18,142,160,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
7460,2011-11-12,4,0,11,10,0,6,0,1,0.34,0.3182,0.61,0.2836,62,170,232,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
7461,2011-11-12,4,0,11,11,0,6,0,1,0.38,0.3939,0.54,0.2836,102,213,315,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
7462,2011-11-12,4,0,11,12,0,6,0,1,0.44,0.4394,0.44,0.2836,142,224,366,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
7463,2011-11-12,4,0,11,13,0,6,0,1,0.48,0.4697,0.36,0.2836,128,225,353,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
7464,2011-11-12,4,0,11,14,0,6,0,1,0.5,0.4848,0.36,0.2985,191,244,435,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
